gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000154727	14251.927640974682	3.14910377128592	0.16624416488566193	18.942642428693873	5.078325968599057e-80	1.162936646809184e-77
ENSG00000160255	52680.39381535633	2.9238047795414768	0.16442397031840555	17.78210788779492	9.725381397802657e-71	1.1135561700484043e-68
ENSG00000142168	7328.407297973265	3.2381716154067757	0.20956819478211222	15.451636727479084	7.355177631050861e-54	5.614452258368823e-52
ENSG00000141959	14835.41427674234	2.6378685746078867	0.18712682583670814	14.096688504243433	3.98012819283699e-45	2.278623390399177e-43
ENSG00000159128	12389.009900287427	2.768260292131238	0.2106010387849578	13.14457092948091	1.828397187669862e-39	8.374059119527968e-38
ENSG00000154639	17653.81127572736	2.9594273555671067	0.22703906284018574	13.034881832868852	7.748697350876052e-39	2.957419488917693e-37
ENSG00000188694	626.856926014548	1.126239877758146	0.3468808475265147	3.2467629325428784	0.0011672557356716805	0.03818593763840212
ENSG00000159212	2684.560407311641	0.7287416852663752	0.25919004013887165	2.811611452646568	0.004929400967615403	0.12596358504333496
ENSG00000241123	448.05092026270967	1.0110918392873665	0.3597890714092809	2.8102349949845777	0.004950533910000064	0.12596358504333496
ENSG00000184351	248.0284851342064	-1.0431578455608241	0.4144271831977604	-2.5171076798382694	0.011832266112404382	0.2585766336810666
ENSG00000279493	188.72804006371587	1.1260359924158816	0.4504214941284789	2.4999606082179757	0.01242071166153595	0.2585766336810666
ENSG00000278961	1789.6622616656275	-0.49285912223631234	0.20408566871051315	-2.414961939024793	0.015736854017009	0.27985604641238876
ENSG00000275993	1551.2629929069938	-0.5210769106083958	0.21607993978718673	-2.4115006285247724	0.01588702446882556	0.27985604641238876
ENSG00000184012	5594.429649566673	-0.45701797593975463	0.2043116472742343	-2.2368669727689534	0.025295035723241658	0.4137545129015957
ENSG00000156239	3564.258472923074	-0.44191603503695515	0.20683879261122884	-2.1365239540320373	0.03263673063494879	0.49825408769355156
ENSG00000160214	4282.411207725752	0.38006856499555497	0.18197395053053703	2.08858775603586	0.03674484829880579	0.5259106412766579
ENSG00000242220	1569.8998138934812	-0.52818876235078	0.2567381966522313	-2.0573049481462484	0.03965690169343948	0.5342017933998613
ENSG00000187005	197.9035543587579	0.9092021286764361	0.472782331245146	1.9230882133050753	0.05446897234574933	0.6556579980865423
ENSG00000205929	1258.67840889576	-0.454952186909967	0.2373926825139903	-1.9164541303127796	0.0553073164363796	0.6556579980865423
ENSG00000275895	7104.078348578032	-0.31103304689675704	0.16358965950882767	-1.9013001667136118	0.05726270725646658	0.6556579980865423
ENSG00000212935	406.82327495510197	-0.6955525198064597	0.3717127653429011	-1.8712096668641978	0.061316025398669836	0.6623678161535937
ENSG00000159055	677.1007218706608	-0.6282286114956899	0.3402199674421591	-1.8465365693225964	0.06481433462313116	0.6623678161535937
ENSG00000155307	5213.459788395244	0.3200167387873484	0.17580740255202185	1.820268851834351	0.0687180723898246	0.6623678161535937
ENSG00000160207	1016.8554995873415	-0.5732533216464274	0.3157226155267757	-1.81568659783832	0.06941846108159935	0.6623678161535937
ENSG00000184787	5962.106149148502	0.2842748028323096	0.1606372211834204	1.7696695743243473	0.0767822012388962	0.7033249633482892
ENSG00000160190	4350.379754599747	-0.2950077768764348	0.17007607438952646	-1.734563652973177	0.08281812210797027	0.7090083188896622
ENSG00000221837	641.909208513748	0.5379177431194562	0.3109842067409216	1.7297268847082998	0.08367908296729076	0.7090083188896622
ENSG00000186977	160.52910688312934	0.9479737894562867	0.5562224452080844	1.7043069685935581	0.08832375377197381	0.7090083188896622
ENSG00000187766	263.2054202903461	0.8082579108441964	0.4804877832704568	1.6821612098912502	0.09253758369852023	0.7090083188896622
ENSG00000154721	4002.601086908475	-0.3483811213088225	0.2073226817064235	-1.680381125892163	0.09288318588074176	0.7090083188896622
ENSG00000156299	8063.452697061013	-0.25204252181368436	0.15520199205865365	-1.6239644766829597	0.1043833902598201	0.7650813167378505
ENSG00000276612	450.1094749915267	0.7143905111075464	0.44397783442832284	1.609067966258752	0.10760148085512038	0.7650813167378505
ENSG00000198743	3582.400758903568	-0.3600322042482009	0.2261902409844338	-1.5917229792110175	0.11144696271786575	0.7650813167378505
ENSG00000160191	16104.044959669834	0.24518081157553068	0.15672960638339486	1.5643554350271565	0.11773412029636006	0.7650813167378505
ENSG00000183640	175.05641383649615	-0.690112774790527	0.44632488558956956	-1.5462117329149765	0.12205344082698547	0.7650813167378505
ENSG00000183067	1343.4630791511222	0.35888753726995365	0.23585427312763674	1.5216495020878222	0.128096926941538	0.7650813167378505
ENSG00000222018	262.3120340575872	-0.7171805581018273	0.4738469053013709	-1.5135279983430387	0.1301455947829114	0.7650813167378505
ENSG00000160285	8420.597516323962	0.3330428202175051	0.22113464161338367	1.506063535715828	0.1320508642125738	0.7650813167378505
ENSG00000184032	138.34364230645244	0.8380925213221113	0.5740102387092322	1.4600654566836941	0.14427208512948755	0.7650813167378505
ENSG00000189169	424.1998964508562	0.5109669975600056	0.35007576071801794	1.4595897656895582	0.14440285365798747	0.7650813167378505
ENSG00000276076	1159.8229702395922	-0.38057287505081105	0.2610040831311462	-1.4581108099354345	0.14481000225223528	0.7650813167378505
ENSG00000274391	3415.667247178864	0.30481404622659636	0.21059464277393108	1.4473969622950371	0.14778577605956852	0.7650813167378505
ENSG00000160188	1834.7516514919748	0.34814744748850934	0.24088640713407572	1.445276433944788	0.1483802545224529	0.7650813167378505
